"","ID","State","Country","Address","IRR","Capex_Payback","Capex_Asset","Capex_life","PPA.Savings...on.Rate","PPA","PPA..Lifetime.Benefit","Battery","Solar","CHP","Fuel_Cell","NPV_estimated_capex","NPV_estimated_PPA","X","X.1","X.2","synthetic_total","ntile"
"591","08804-DC - FAIRFAX","VA","US","3089A NUTLEY ST, FAIRFAX, VA, 22031",0.089,11.1,2610900,4909707.441,"0.15",44040.61953,"1014892.55",125,505,117.5,117.5,-100398.4459,518949.317,NA,NA,NA,1985,6
"592","05729-LA - ALISO VIEJO","CA","US","26503 ALISO CREEK RD, ALISO VIEJO, CA, 92656",0.187,4.9,1368900,4937852.591,"0.15",39588.53847,"911924.5087",67.5,255,62.5,62.5,1155993.133,466298.2313,NA,NA,NA,1043.75,6
"593","09605-KENNEWICK","WA","US","6803 W CANAL DR, KENNEWICK, WA, 99336",-0.097,31,9460800,4973707.115,"0.15",100589.4352,"2335397.639",345,1380,500,500,-6917573.221,1194168.792,NA,NA,NA,7397.5,6
"594","09841-MSP - EAGAN","MN","US","1267 PROMENADE PL, EAGAN, MN, 55121",0.214,4.2,1185300,5010317.579,"0.15",38726.68751,"896717.9403",57.5,215,55,55,1376646.963,458522.5922,NA,NA,NA,906.25,6
"595","04812-BAY - FREMONT HUB","CA","US","39170 ARGONAUT WAY, FREEMONT, CA, 94538",0.248,3.5,1023300,5028345.723,"0.15",39401.00452,"908572.4934",50,185,47.5,47.5,1547865.371,464584.2312,NA,NA,NA,782.5,6
"596","09175-LI - LEVITTOWN (RELO OF","NY","US","3601 HEMPSTEAD TPK, LEVITTOWN, NY, 11756",0.405,1.9,581850,5063620.708,"0.15",36112.33614,"834925.7597",27.5,102.5,27.5,27.5,2007352.678,426926.1341,NA,NA,NA,446.25,6
"597","05127 - VA BCH-CHESAPEAKE VA","VA","US","1412 GREENBRIER PKWY, CHESAPEAKE, VA, 23320",0.303,2.8,807300,5081783.296,"0.15",36898.71214,"851995.2847",40,145,37.5,37.5,1791189.832,435654.3668,NA,NA,NA,617.5,6
"598","05738-RAL - DURHAM/RENAISSANCE","NC","US","8200 RENAISSANCE PKWY STE 1030, DURHAM, NC, 27713",0.043,18.3,4055400,5104132.218,"0.15",58829.23732,"1362570.949",145,590,215,215,-1445482.399,696729.1893,NA,NA,NA,3172.5,6
"599","07755-SEA - MARYSVILLE","WA","US","16418 TWIN LAKES AVE, MARYSVILLE, WA, 98271",0.044,18.1,4055400,5120340.785,"0.15",62786.1681,"1457767.39",145,590,215,215,-1437194.404,745406.3898,NA,NA,NA,3172.5,6
"600","04114-YOUNGSTOWN","OH","US","365 BOARDMAN-CANFIELD RD, BOARDMAN, OH, 44512",0.102,9.5,2489400,5149445.998,"0.15",44200.76192,"1020916.827",125,490,110,110,143688.0883,522029.7364,NA,NA,NA,1887.5,6
"601","09963-SANTA BARBARA","CA","US","187 N FAIRVIEW AVE, GOLETA, CA, 93117",0.155,6.1,1730700,5152479.458,"0.15",42708.92949,"982819.0037",85,335,77.5,77.5,903939.2003,502549.0145,NA,NA,NA,1315,6
"602","05031 - JACKSON-MADISON (RELO","MS","US","175 GRANDVIEW BLVD STE 800, MADISON, MS, 39110",0.094,10.3,2667600,5172357.474,"0.15",45687.21018,"1052341.637",132.5,530,117.5,117.5,-22796.48941,538098.3177,NA,NA,NA,2021.25,6
"603","08729-PALM BEACH - WEST PALM B","FL","US","2021 OKEECHOBEE BLVD, PALM BEACH, FL, 33409",0.03,21.4,4606200,5180588.981,"0.15",76640.72583,"1774609.011",160,670,245,245,-1957187.438,907418.3611,NA,NA,NA,3605,6
"604","01673-MODESTO","CA","US","3900 SISK RD STE A1, MODESTO, CA, 95356",0.163,5.8,1655100,5185793.163,"0.15",44089.47246,"1016073.552",80,315,75,75,996573.6385,519553.2039,NA,NA,NA,1260,6
"605","03847-FLINT","MI","US","3268 S LINDEN RD, FLINT, MI, 48507",0.154,6.2,1730700,5221724.602,"0.15",41829.28654,"965717.6168",85,335,77.5,77.5,939346.6138,493804.4897,NA,NA,NA,1315,6
"606","01103-HSTN - COPPERFIELD","TX","US","6823 HWY 6 N, HOUSTON, TX, 77084",0.021,23.9,5121900,5302020.986,"0.15",63491.14349,"1469314.01",185,755,270,270,-2410795.095,751310.5718,NA,NA,NA,4002.5,6
"607","03861-SEA - SILVERDALE","WA","US","10300 SILVERDALE WAY NW STE 12, SILVERDALE, WA, 98383",0.053,16.2,3890700,5344277.922,"0.15",62869.3161,"1459481.659",140,575,205,205,-1157987.676,746282.9541,NA,NA,NA,3040,6
"608","09564-ATL - FAYETTEVILLE","GA","US","27 HUDSON PLAZA, FAYETTEVILLE, GA, 30214",0.13,7.4,2108700,5353176.448,"0.15",44744.90193,"1031194.624",102.5,405,95,95,628562.4443,527285.126,NA,NA,NA,1603.75,6
"609","03757-MILW - GERMANTOWN","WI","US","N96W 18736 COUNTY LINE RD, GERMANTOWN, WI, 53022",0.118,8.3,2286900,5368429.078,"0.15",47510.87295,"1096815.114",110,445,102.5,102.5,458161.6368,560839.1299,NA,NA,NA,1737.5,6
"610","01083 - RICHMOND-WHITE OAK (OP","VA","US","4531 S LABURNUM AVE STE 700, HENRICO, VA, 23231",0.107,9.1,2505600,5415606.112,"0.15",47827.25332,"1102858.333",125,500,110,110,263584.8699,563929.2343,NA,NA,NA,1897.5,6
"611","08785-QUEENS - FOREST HILLS","NY","US","9030 METROPOLITAN AVE, REGO PARK, NY, 11374",0.303,2.7,912060,5417260.056,"0.15",38139.00736,"868763.0924",37.5,305,3,37.5,1857970.588,444228.3211,NA,NA,NA,601.25,6
"612","01047-BOONE (OPEN 9/19/10)","NC","US","320 WATAUGA VILLAGE DR, BOONE, NC, 28607",0.103,9.4,2610900,5445474.439,"0.15",53234.43522,"1226759.121",125,505,117.5,117.5,173557.5681,627283.9504,NA,NA,NA,1985,6
"613","09825-FT LAUD - PEMBROKE PINES","FL","US","11300 PINES BLVD, PEMBROKE PINES, FL, 33026",0.051,16.7,4055400,5465624.829,"0.15",70816.53505,"1639277.69",145,590,215,215,-1260638.847,838218.8223,NA,NA,NA,3172.5,6
"614","03852-GREENSBORO - WENDOVER","NC","US","1206 BRIDFORD PKWY STE C, GREENSBORO, NC, 27407",0.034,20.5,4741200,5495696.864,"0.15",62520.8595,"1447876.06",170,700,250,250,-1931061.986,740348.6139,NA,NA,NA,3705,6
"615","01733-LAREDO","TX","US","5510 SAN BERNARDO AVE, LAREDO, TX, 78041",0.039,19.1,4541400,5507195.898,"0.15",61807.28225,"1430363.247",160,670,240,240,-1725382.136,731393.7128,NA,NA,NA,3550,6
"616","05086 ST L ELLISVILLE","MO","US","15911 MANCHESTER RD, ELLISVILLE, MO, 63011",0.105,9.2,2632500,5543784.815,"0.15",49049.33699,"1130136.523",127.5,515,117.5,117.5,202227.0303,577877.5073,NA,NA,NA,1998.75,6
"617","03746-NWK - ROCKAWAY","NJ","US","327 MOUNT HOPE AVE STE 1002, ROCKAWAY TOWNSHIP, NJ, 7866",0.102,9.5,2700000,5564910.227,"0.15",58554.4542,"1351539.639",132.5,530,120,120,145529.1767,691088.5026,NA,NA,NA,2048.75,6
"618","05745-KEENE","NH","US","7 ASH BROOK RD, KEENE, NH, 3431",0.334,2.5,766800,5606057.545,"0.15",37717.9764,"871454.294",40,140,35,35,2099769.21,445604.4246,NA,NA,NA,585,6
"619","01178-MSP-MINNEAPOLIS/THE QUAR","MN","US","1620 NEW BRIGHTON BLVD, MINNEAPOLIS, MN, 55413",0.114,8.5,2470500,5608820.355,"0.15",48908.90899,"1131323.682",120,485,110,110,397481.9289,578484.5423,NA,NA,NA,1875,6
"620","09601-LAFAYETTE","IN","US","3500 STATE HWY 38 E STE 200, LAFAYETTE, IN, 47905",0.099,9.8,2794500,5623692.26,"0.15",49818.61841,"1149544.397",135,545,125,125,81086.44352,587801.4178,NA,NA,NA,2122.5,6
"621","01170 - UNIONTOWN","PA","US","119 MATTHEW DR, UNIONTOWN, PA, 15401",0.028,22,5105700,5632459.891,"0.15",72380.90697,"1678147.1",185,745,270,270,-2225630.367,858094.0828,NA,NA,NA,3992.5,6
"622","05072-HART - BERLIN (RELO FROM","CT","US","259 BERLIN TURNPIKE, BERLIN, CT, 6037",0.35,2.3,761400,5644243.511,"0.15",40357.77874,"930867.6879",37.5,140,35,35,2124695.002,475984.5276,NA,NA,NA,581.25,6
"623","04811-NWK - WAYNE","NJ","US","1660 RTE 23, WAYNE, NJ, 7470",0.161,5.9,1800900,5656012.116,"0.15",46073.64182,"1063231.103",87.5,355,80,80,1091212.693,543666.4745,NA,NA,NA,1366.25,6
"624","09444-HSTN - WESLAYAN","TX","US","3904 BISSONNET STREET, HOUSTON, TX, 77005",0.011,26.6,5931900,5656509.462,"0.15",70947.77848,"1642425.155",215,855,315,315,-3039532.997,839828.2289,NA,NA,NA,4642.5,6
"625","09881-LA - RIVERSIDE","CA","US","10345 MAGNOLIA AVE, RIVERSIDE, CA, 92505",0.179,5.2,1647000,5669838.273,"0.15",45816.40174,"1055272.33",80,310,75,75,1252182.48,539596.8815,NA,NA,NA,1255,6
"626","02875-ATL - ALPHARETTA","GA","US","7491 N POINT PKWY, ALPHARETTA, GA, 30022",0.15,6.3,1946700,5670477.266,"0.15",46002.59853,"1060137.564",95,375,87.5,87.5,952809.2194,542084.6424,NA,NA,NA,1480,6
"627","05737-BURLINGTON","NC","US","1455 UNIVERSITY DR, BURLINGTON, NC, 27215",0.046,17.6,4371300,5673450.309,"0.15",61490.17502,"1423966.266",160,645,230,230,-1470270.562,728122.7173,NA,NA,NA,3415,6
"628","09035-VA BCH-WILLIAMSBURG (OPE","VA","US","5225 SETTLERS MARKET BLVD #110, WILLIAMSBURG, VA, 23185",0.099,9.8,2786400,5674715.94,"0.15",49693.28783,"1146282.881",135,540,125,125,115276.5985,586133.6933,NA,NA,NA,2117.5,6
"629","02111-LA - BREA","CA","US","2315 E IMPERIAL HWY STE D, BREA, CA, 92821",0.191,4.8,1544400,5687749.438,"0.15",45384.13247,"1045117.086",77.5,290,70,70,1363941.072,534404.1575,NA,NA,NA,1176.25,6
"630","01543-CONCORD","NH","US","86 D AMANTE DR, CONCORD, NH, 3301",0.306,2.8,861300,5706026.127,"0.15",38886.9925,"898766.3908",42.5,155,40,40,2056386.569,459570.0351,NA,NA,NA,658.75,6
"631","01233 NWK-CLARK","NJ","US","1255 RARITAN RD, CLARK, NJ, 7066",0.161,5.9,1827900,5708703.635,"0.15",48860.01412,"1127045.999",92.5,365,80,80,1091155.671,576297.2167,NA,NA,NA,1383.75,6
"632","05028-ORL - ALTAMONTE SPRINGS","FL","US","880 W STATE RD 436, ALTAMONTE SPRINGS, FL, 32714",0.109,8.9,2632500,5719425.806,"0.15",57335.30685,"1321798.807",127.5,515,117.5,117.5,292038.284,675880.9969,NA,NA,NA,1998.75,6
"633","02115-LA - LA HABRA","CA","US","1500 W IMPERIAL HWY, LA HABRA, CA, 90631",0.193,4.7,1544400,5775027.387,"0.15",45958.61516,"1058346.416",77.5,290,70,70,1408569.277,541168.7671,NA,NA,NA,1176.25,6
"634","08849-GRAND RAPIDS - GRAND RAP","MI","US","3940 28TH ST SE, GRAND RAPIDS, MI, 49512",0.154,6.2,1962900,5903536.506,"0.15",48192.89831,"1112505.475",95,385,87.5,87.5,1055780.39,568862.1488,NA,NA,NA,1490,6
"635","02711-LA - SAN CLEMENTE","CA","US","937 AVENIDA PICO, SAN CLEMENTE, CA, 92673",0.313,2.6,928800,5936294.134,"0.15",43887.1483,"1011151.987",47.5,170,42.5,42.5,2106630.487,517036.6391,NA,NA,NA,708.75,6
"636","08662-PITT - NORTH HILLS","PA","US","4801 MCKNIGHT RD, PITTSBURGH, PA, 15237",0.197,4.7,1530900,5947331.819,"0.15",48086.59077,"1111386.265",75,285,70,70,1510174.434,568289.8584,NA,NA,NA,1167.5,6
"637","03740-LA - WHITTIER","CA","US","13410 WHITTIER BLVD, WHITTIER, CA, 90605",0.172,5.4,1800900,5967413.176,"0.15",48321.70826,"1112124.169",87.5,355,80,80,1250442.719,568667.1737,NA,NA,NA,1366.25,6
"638","09928-FAIRBANKS","null","US","34 COLLEGE RD, FAIRBANKS, AK, 99701",0.163,5.8,1833300,5971176.77,"0.15",39936.77114,"910071.9249",240,605,77.5,0,1219967.173,465350.9418,NA,NA,NA,1352.5,6
"639","03763-HSTN - PEARLAND","TX","US","3127 SILVERLAKE VILLAGE DRIVE, PEARLAND, TX, 77584",0.032,20.9,5221800,5976463.375,"0.15",68659.20481,"1588887.24",190,770,275,275,-2165829.604,812452.4593,NA,NA,NA,4080,6
"640","SENECA SC","SC","US","13300 CLEMSON BLVD, SENECA, SC, 29678",0.126,7.7,2448900,6030215.359,"0.15",51366.96644,"1183681.497",117.5,475,110,110,634555.6258,605256.886,NA,NA,NA,1861.25,6
"641","09161-WEST MELBOURNE (RELO 943","FL","US","205 PALM BAY RD 141, WEST MELBOURNE, FL, 32904",0.044,18,4741200,6034638.866,"0.15",80236.8964,"1857562.109",170,700,250,250,-1655482.484,949835.1209,NA,NA,NA,3705,6
"642","05057-CHI - EVERGREEN PARK (RE","IL","US","9140 S WESTERN AVE, EVERGREEN PARK, IL, 60805",0.185,5,1695600,6046537.511,"0.15",51982.095,"1198347.349",80,320,77.5,77.5,1396201.701,612756.0388,NA,NA,NA,1292.5,6
"643","02047-WACO","TX","US","521 WESTVIEW VLG, WACO, TX, 76710",-0.002,31,7047000,6049630.321,"0.15",82198.03982,"1902985.262",255,1010,375,375,-3953616.839,973061.5348,NA,NA,NA,5517.5,6
"644","01250 ELLSWORTH PLACE","MD","US","8661 COLESVILLE RD, SILVER SPRING, MD, 20910",0.251,3.5,1193400,6049644.302,"0.15",45915.99388,"1058802.622",57.5,220,55,55,1899990.31,541402.0408,NA,NA,NA,911.25,6
"645","01168 STROUDSBURG (OPEN 8/31/2","PA","US","300 SHOPPES AT STROUD, STROUDSBURG, PA, 18360",0.056,15.8,4271400,6051512.049,"0.15",63242.93931,"1465753.676",155,630,225,225,-1177054.647,749490.0514,NA,NA,NA,3337.5,6
"646","08667-LA - LAKEWOOD","CA","US","4000 HARDWICK ST, LAKEWOOD, CA, 90712",0.195,4.7,1601100,6054149.913,"0.15",48069.20871,"1106774.356",77.5,305,72.5,72.5,1494594.183,565931.6311,NA,NA,NA,1218.75,6
"647","01274 WESTOWN TOWN CENTRE","DE","US","689 MIDDLETOWN-WARWICK RD, MIDDLETOWN, DE, 19709",0.13,7.6,2286900,6058378.285,"0.15",56183.9652,"1296663.015",110,445,102.5,102.5,810956.2945,663028.2057,NA,NA,NA,1737.5,6
"648","09969-HSTN - CONROE","TX","US","2218 I-45 N, CONROE, TX, 77301",0.037,19.5,5121900,6113525.68,"0.15",69008.18018,"1596989.444",185,755,270,270,-1995844.954,816595.3935,NA,NA,NA,4002.5,6
"649","06752-CHI - OSWEGO","IL","US","1620 DOUGLAS RD, OSWEGO, IL, 60543",0.215,4.1,1485000,6139498.248,"0.15",43032.53285,"976996.2061",190,490,65,0,1654335.709,499571.6187,NA,NA,NA,1100,6
"650","07742-ANCHORAGE - GLENN HWY","null","US","3090 MOUNTAIN VIEW DR STE 130, ANCHORAGE, AK, 99501",0.193,4.8,1568700,6142072.121,"0.15",40611.51038,"926134.5374",200,515,70,0,1571951.819,473564.3057,NA,NA,NA,1165,6
"651","05068-UNION GAP (RELO FROM 095","WA","US","1700 E WASHINGTON AVE, UNION GAP, WA, 98903",0.039,19.2,5105700,6160150.151,"0.15",77074.3125,"1789469.852",185,745,270,270,-1955804.265,915017.2182,NA,NA,NA,3992.5,6
"652","SEA-LAKE STEVENS WA","WA","US","519 ST RTE 9 NE, LAKE STEVENS, WA, 98258",0.067,14,4071600,6271745.307,"0.15",63727.58798,"1479493.156",145,600,215,215,-864641.8404,756515.5178,NA,NA,NA,3182.5,6
"653","09036 - HAZLETON (OPENING 5/6/","PA","US","276 SUSQUEHANNA BLVD, WEST HAZLETON, PA, 18202",0.044,18,4930200,6283837.14,"0.15",68537.83189,"1588643.857",175,730,260,260,-1717058.872,812328.0093,NA,NA,NA,3852.5,6
"654","02731-BALT - ANNE ARUNDEL","MD","US","7665 ARUNDEL MILLS BLVD, HANOVER, MD, 21076",0.38,2.1,774900,6311927.73,"0.15",44716.49513,"1030828.416",40,145,35,35,2452604.809,527097.8711,NA,NA,NA,590,6
"655","06758-STEVENS POINT","WI","US","1210 COMMONS CIR, PLOVER, WI, 54467",0.063,14.6,4179600,6329766.299,"0.15",69112.60114,"1600922.446",150,620,220,220,-942973.72,818606.4725,NA,NA,NA,3265,6
"656","09939-DC - BOWIE","MD","US","4511 MITCHELLVILLE RD, BOWIE, MD, 20716",0.383,2.1,774900,6385553.203,"0.15",45442.41226,"1047562.643",40,145,35,35,2490252.034,535654.6547,NA,NA,NA,590,6
"657","01579-BALT - WHITEMARSH","MD","US","5212 CAMPBELL BLVD, BALTIMORE, MD, 21236",0.394,2,747900,6395260.419,"0.15",45125.58039,"1042471.887",35,135,35,35,2522215.666,533051.5766,NA,NA,NA,572.5,6
"658","01231 - LI-VALLEY STREAM","NY","US","650 W SUNRISE HWY, VALLEY STREAM, NY, 11581",0.39,2,774900,6433260.557,"0.15",45980.38654,"1061023.188",40,145,35,35,2514646.439,542537.4924,NA,NA,NA,590,7
"659","01161 - AMSTERDAM (OPENING 5/1","NY","US","234 AMSTERDAM COMMONS, AMSTERDAM, NY, 12010",0.184,5,1809000,6445315.457,"0.15",50806.83045,"1172661.298",87.5,360,80,80,1486710.521,599621.8813,NA,NA,NA,1371.25,7
"660","09054-PELHAM MANOR","NY","US","2 SECOR LANE, PELHAM MANOR, NY, 10803",0.373,2.1,820800,6453619.511,"0.15",46302.53667,"1069063.199",42.5,150,37.5,37.5,2479156.669,546648.6251,NA,NA,NA,626.25,7
"661","09804-LA - GRANADA HILLS","CA","US","18030 CHATSWORTH ST, GRANADA HILLS, CA, 91344",0.254,3.4,1282500,6456740.067,"0.15",49024.11451,"1128684.18",65,245,57.5,57.5,2019052.316,577134.8746,NA,NA,NA,975,7
"662","01188 - BALT-CANTON","MD","US","3669 BOSTON ST, BALTIMORE, MD, 21230",0.398,2,747900,6463007.024,"0.15",45557.46317,"1052449.058",35,135,35,35,2556856.826,538153.2461,NA,NA,NA,572.5,7
"663","08738-WILLIAMSPORT","PA","US","270 S LYCOMING MALL RD, MUNCY, PA, 17756",0.038,19.3,5359500,6464452.441,"0.15",73743.56901,"1709849.099",190,775,285,285,-2054004.083,874304.4002,NA,NA,NA,4195,7
"664","08698-S JOS - SUNNYVALE","CA","US","818 W EL CAMINO REAL, SUNNYVALE, CA, 94087",0.195,4.7,1744200,6558857.71,"0.15",53462.62067,"1231325.713",87.5,340,77.5,77.5,1609568.564,629619.0055,NA,NA,NA,1323.75,7
"665","03551-BAKERSFIELD - MING","CA","US","2720 MING AVE, BAKERSFIELD, CA, 93304",0.26,3.3,1269000,6562052.905,"0.15",49728.39689,"1144890.097",62.5,240,57.5,57.5,2086402.377,585421.5148,NA,NA,NA,966.25,7
"666","04801-BALT - TIMONIUM","MD","US","30-36 W RIDGELY RD, LUTHERVILLE-TIMONIUM, MD, 21093",0.359,2.3,861300,6599422.908,"0.15",47073.39438,"1087163.423",42.5,155,40,40,2513210.939,555903.8897,NA,NA,NA,658.75,7
"667","01193 FAIRVIEW STATION","SC","US","621 FAIRVIEW RD, SIMPSONVILLE, SC, 29680",0.077,12.5,3890700,6600075.897,"0.15",68880.10124,"1593914.866",140,575,205,205,-515855.1657,815023.2568,NA,NA,NA,3040,7
"668","01183-BOS-NEWTON-OPENS 04/14/1","MA","US","201 NEEDHAM ST, NEWTON, MA, 2464",0.491,1.5,599400,6601138.986,"0.15",47275.73272,"1090543.876",30,110,27.5,27.5,2775988.428,557632.4312,NA,NA,NA,457.5,7
"669","03753-ROME","GA","US","1432 TURNER MCCALL BLVD, ROME, GA, 30161",0.139,6.9,2413800,6603731.493,"0.15",54187.98191,"1237959.403",190,770,175,0,962914.066,633011.0386,NA,NA,NA,1930,7
"670","03653-PALM DESERT","CA","US","44-150 TOWN CENTER WAY STE B-3, PALM DESERT, CA, 92260",0.226,3.9,1498500,6621586.645,"0.15",51256.11024,"1179929.312",75,285,67.5,67.5,1887344.016,603338.2654,NA,NA,NA,1140,7
"671","08411-OLYMPIA - LACEY","WA","US","701 SLEATER KINNEY RD SE STE 2, LACEY, WA, 98503",0.068,13.7,4263300,6661496.027,"0.15",69618.01779,"1616330.388",155,625,225,225,-857048.9498,826485.0808,NA,NA,NA,3332.5,7
"672","05024-PANAMA CITY BEACH (RELO","FL","US","15600 PANAMA CITY BEACH PKWY, PANAMA CITY BEACH, FL, 32413",0.066,14.1,4352400,6688189.957,"0.15",83549.59709,"1933606.008",155,640,230,230,-932499.4289,988718.971,NA,NA,NA,3402.5,7
"673","01080 DENHAM SPRINGS","LA","US","10075 CROSSING WAY, DENHAM SPRINGS, LA, 70726",0.151,6.2,2335500,6730637.104,"0.15",55296.28774,"1273491.873",117.5,465,102.5,102.5,1106105.251,651180.0071,NA,NA,NA,1768.75,7
"674","02021-HARRISBURG - EAST","PA","US","5125 JONESTOWN RD STE 445, HARRISBURG, PA, 17112",0.053,16.2,4914000,6802779.484,"0.15",71862.60772,"1665847.859",175,720,260,260,-1435505.88,851805.0593,NA,NA,NA,3842.5,7
"675","08695-BAY - SAN LEANDRO","CA","US","15100 HESPERIAN BLVD, SAN LEANDRO, CA, 94578",0.18,5.1,1971000,6812975.324,"0.15",56446.18272,"1299868.152",95,390,87.5,87.5,1512707.602,664667.1018,NA,NA,NA,1495,7
"676","08845-HSTN - WILLOWBROOK","TX","US","7630 FM 1960 W, HOUSTON, TX, 77070",0.054,16.1,4930200,6826194.573,"0.15",72328.03276,"1673721.096",175,730,260,260,-1439732.943,855830.9154,NA,NA,NA,3852.5,7
"677","05141-LA SANTA ANA CA","CA","US","3923 S BRISTOL, SANTA ANA, CA, 92704",0.198,4.6,1784700,6854116.176,"0.15",54179.03675,"1247190.224",87.5,345,80,80,1720044.329,637731.073,NA,NA,NA,1356.25,7
"678","05812-SLC - WEST VALLEY CITY","UT","US","3061 S 5600 W, WEST VALLEY CITY, UT, 84120",0.069,13.7,4460400,7067287.356,"0.15",70013.98373,"1620426.928",160,660,235,235,-846653.9463,828579.7821,NA,NA,NA,3485,7
"679","08812-DC - WHEATON","MD","US","13850 GEORGIA AVE, WHEATON, MD, 20906",0.433,1.8,761400,7247964.327,"0.15",50923.66042,"1174573.812",37.5,140,35,35,2944732.376,600599.8151,NA,NA,NA,581.25,7
"680","03765-DFW - CEDAR HILL","TX","US","751 N US HWY 67, CEDAR HILL, TX, 75104",-0.002,31,8491500,7273490.202,"0.15",98630.73119,"2283783.939",305,1235,450,450,-4772315.369,1167776.939,NA,NA,NA,6642.5,7
"681","05043 - PROV-SEEKONK (RELO FRO","RI","US","251 HIGHLAND AVE, SEEKONK, MA, 2771",0.37,2.2,928800,7297408.241,"0.15",55491.60325,"1279847.246",47.5,170,42.5,42.5,2802614.743,654429.7271,NA,NA,NA,708.75,7
"682","01242 BISMARCK ND","ND","US","1459 E LASALLE DR, BISMARCK, ND, 58503",0.216,4.2,1711800,7343197.067,"0.15",55071.20221,"1274228.504",80,330,77.5,77.5,2043028.138,651556.6717,NA,NA,NA,1302.5,7
"683","09982-SEA - TACOMA","WA","US","2921 S 38TH ST, TACOMA, WA, 98409",0.029,21.7,6642000,7391511.033,"0.15",89496.63933,"2078742.705",240,940,355,355,-2862467.277,1062932.334,NA,NA,NA,5205,7
"684","04720-S DG - SPORTS ARENA","CA","US","2740 MIDWAY DR, SAN DIEGO, CA, 92110",0.27,3.1,1368900,7409192.125,"0.15",54986.90084,"1267419.09",67.5,255,62.5,62.5,2419673.671,648074.7849,NA,NA,NA,1043.75,7
"685","09919-JENSEN BEACH","FL","US","2500 NW FEDERAL HWY, STUART, FL, 34994",0.075,12.8,4452300,7425721.864,"0.15",73283.32793,"1696671.854",160,655,235,235,-655274.1072,867566.4238,NA,NA,NA,3480,7
"686","95914-PRESTAGE/PLANOGRAM - COP","TX","US","1461 S BELTLINE RD STE 350, COPPELL, TX, 75019",-0.008,31,9128700,7462594.51,"0.15",103906.4666,"2405940.044",330,1315,485,485,-5312819.861,1230239.539,NA,NA,NA,7145,7
"687","09883-CIN - EASTGATE","OH","US","700 EASTGATE S DR STE 100A, CINCINNATI, OH, 45245",0.065,14.2,4930200,7535509.569,"0.15",83059.45378,"1922053.659",175,730,260,260,-1077035.894,982811.8594,NA,NA,NA,3852.5,7
"688","02868-FORT WAYNE","IN","US","4230 W JEFFERSON BLVD, FORT WAYNE, IN, 46804",0.085,11.6,4171500,7547263.625,"0.15",73482.61903,"1702731.09",150,615,220,220,-312325.6424,870664.7188,NA,NA,NA,3260,7
"689","5166 KC LENEXA","KS","US","9650 QUIVIRA RD, LENEXA, KS, 66215",0.192,4.8,2016900,7611002.968,"0.15",57843.64528,"1321263.986",160,645,145,0,1874866.467,675607.5245,NA,NA,NA,1610,7
"690","09978-LI - BAY SHORE","NY","US","832 SUNRISE HWY, BAY SHORE, NY, 11706",0.454,1.7,766800,7619694.847,"0.15",53689.9747,"1240337.156",40,140,35,35,3129410.922,634226.8649,NA,NA,NA,585,7
"691","04404-COLUMBUS - BRICE","OH","US","2766 BRICE RD, REYNOLDSBURG, OH, 43068",0.068,13.8,4914000,7717591.855,"0.15",80759.73532,"1871803.672",175,720,260,260,-967730.9856,957117.3198,NA,NA,NA,3842.5,7
"692","08809-DC- GAITHERSBURG","MD","US","821 CENTER POINT WAY, GAITHERSBURG, MD, 20878",0.456,1.7,766800,7757963.303,"0.15",54189.51036,"1249896.972",40,140,35,35,3200112.319,639115.1261,NA,NA,NA,585,7
"693","SUN","CA","US","777 E EL CAMINO REAL, SUNNYVALE, CA, 94087",0.234,3.8,1687500,7760099.46,"0.15",61364.66487,"1414377.728",80,315,77.5,77.5,2280504.609,723219.7697,NA,NA,NA,1287.5,7
"694","09932-PHI - MONTGOMERYVILLE","PA","US","1231 KNAPP RD, NORTH WALES, PA, 19454",0.08,12.2,4452300,7760649.789,"0.15",84161.70114,"1950696.227",160,655,235,235,-484013.9891,997457.7851,NA,NA,NA,3480,7
"695","02079-CHRISTIANSBURG","VA","US","140 CONSTON AVE, CHRISTIANSBURG, VA, 24073",0.053,16.3,5599800,7763436.633,"0.15",86006.42127,"1993856.291",200,790,300,300,-1630088.98,1019527.004,NA,NA,NA,4390,7
"696","05114 - AUS - SUNSET VALLEY","TX","US","5400 BRODIE LN, AUSTIN, TX, 78745",0.094,10.5,4071600,7866067.04,"0.15",74462.40801,"1723219.379",145,600,215,215,-49410.53829,881141.0822,NA,NA,NA,3182.5,7
"697","04719-TRAVERSE CITY","MI","US","3315 N US 31 S, TRAVERSE CITY, MI, 49684",0.143,6.8,2813400,7876410.413,"0.15",65116.82912,"1506153.773",140,550,125,125,1214078.382,770148.0044,NA,NA,NA,2135,7
"698","09914-SALISBURY","MD","US","113 E N POINT DR, SALISBURY, MD, 21801",0.421,1.9,861300,7933683.556,"0.15",54970.04901,"1269198.325",42.5,155,40,40,3195464.102,648984.5692,NA,NA,NA,658.75,7
"699","01270 LI-DEER PARK","NY","US","20 DEER SHORE SQUARE, NORTH BABYLON, NY, 11703",0.208,4.3,1954800,7941037.477,"0.15",61467.74194,"1418565.844",95,380,87.5,87.5,2105724.413,725361.2967,NA,NA,NA,1485,7
"700","04820-LI - ROOSEVELT FIELD","NY","US","1280 CORPORATE DR, WESTBURY, NY, 11590",0.398,2,936900,7974131.56,"0.15",56845.57012,"1312594.299",47.5,175,42.5,42.5,3140546.551,671174.4168,NA,NA,NA,713.75,7
